CpG_id	Symbol	Description
cg08284598	SLC4A11	solute carrier family 4 member 11
cg08285151	HDAC9	histone deacetylase 9 isoform 1
cg08286169	PEX3	peroxisomal biogenesis factor 3
cg08287471	NEK6	putative serine-threonine protein kinase
cg08289932	SHB	SHB (Src homology 2 domain containing) adaptor protein B
cg08290212	GNG3	guanine nucleotide binding protein (G protein); gamma 3
cg08290628	CORO2B	coronin; actin binding protein; 2B
cg08291000	PEG10	paternally expressed 10
cg08291098	STMN3	SCG10-like-protein
cg08291539	DENND4A	c-myc promoter binding protein
cg08292050	SOCS4	suppressor of cytokine signaling 4
cg08292112	HIP2	huntingtin interacting protein 2
cg08293367	YPEL1	yippee-like 1
cg08293760	RAB3GAP2	rab3 GTPase-activating protein; non-catalytic subunit
cg08296824	OSBPL3	oxysterol-binding protein-like protein 3 isoform a
cg08299045	MRPL55	mitochondrial ribosomal protein L55 isoform a
cg08300622	SCML2	sex comb on midleg-like 2
cg08300860	LDB3	LIM domain binding 3
cg08301503	FLJ43752	hypothetical protein LOC401253
cg08302713	GCLC	glutamate-cysteine ligase; catalytic subunit
cg08303146	KCNQ1	potassium voltage-gated channel; KQT-like subfamily; member 1 isoform 1
cg08304608	TUBB1	beta tubulin 1; class VI
cg08305742	LOC51315	hypothetical protein LOC51315
cg08307039	TRIM23	ADP-ribosylation factor domain protein 1 isoform alpha
cg08307092	HIST1H3D	H3 histone family; member B
cg08307580	ZNF193	zinc finger protein 193
cg08307816	DEGS2	sphingolipid C4-hydroxylase/delta 4-desaturase
cg08307963	GJA5	gap junction protein; alpha 5
cg08308257	SMNDC1	survival motor neuron domain containing 1
cg08308286	ET	hypothetical protein LOC79157
cg08308510	C20orf173	hypothetical protein LOC140873
cg08312191	SNRPG	small nuclear ribonucleoprotein polypeptide G
cg08313788	ROD1	ROD1 regulator of differentiation 1
cg08314660	PKP3	plakophilin 3
cg08315187	PERP	PERP; TP53 apoptosis effector
cg08315277	PKDREJ	receptor for egg jelly-like protein precursor
cg08315770	KCNK17	potassium channel; subfamily K; member 17
cg08317263	CCDC69	hypothetical protein LOC26112
cg08319238	BCAM	basal cell adhesion molecule isoform 1 precursor
cg08319404	THRB	thyroid hormone receptor; beta
cg08319991	UCHL1	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)
cg08321272	SLC30A9	solute carrier family 30 (zinc transporter); member 9
cg08321330	TPSB2	tryptase beta 2 precursor
cg08321346	ANKMY1	ankyrin repeat and MYND domain containing 1 isoform 1
cg08324796	GPKOW	G patch domain and KOW motifs
cg08328671	BDKRB2	bradykinin receptor B2
cg08331313	SPARC	secreted protein; acidic; cysteine-rich (osteonectin)
cg08331840	FKSG2	apoptosis inhibitor
cg08331960	SLC9A3R2	solute carrier family 9 isoform 3 regulator 2
cg08332212	MLN	motilin
cg08332868	RBM19	RNA binding motif protein 19
cg08335125	PGBD3	hypothetical protein LOC267004
cg08338368	IL26	interleukin 26 precursor
cg08339208	SIKE	suppressor of IKK epsilon
cg08341667	ZNF488	zinc finger protein 488
cg08341874	VMO1	secretory protein LOC284013
cg08341924	TGM1	transglutaminase 1 (K polypeptide epidermal type I; protein-glutamine-gamma-glutamyltransferase)
cg08341978	RERE	atrophin-1 like protein
cg08342270	TLE3	transducin-like enhancer protein 3
cg08343834	PMP22	peripheral myelin protein 22
cg08343943	ALDH9A1	aldehyde dehydrogenase 9A1
cg08346269	BLOC1S1	GCN5 general control of amino-acid synthesis 5-like 1
cg08347423	INVS	inversin isoform b
cg08347960	SCN2A2	sodium channel; voltage-gated; type II; alpha 2
cg08348496	HAPLN3	hyaluronan and proteoglycan link protein 3
cg08348900	VIP	vasoactive intestinal peptide isoform 1 preproprotein
cg08348962	C1orf32	hypothetical protein LOC387597
cg08349573	C1QTNF1	C1q and tumor necrosis factor related protein 1
cg08349806	FLJ39599	Mpv17-like protein type 2
cg08350173	B2M	beta-2-microglobulin precursor
cg08351105	FOSL2	FOS-like antigen 2
cg08351143	UBE2R2	ubiquitin-conjugating enzyme UBC3B
cg08351331	LBP	lipopolysaccharide-binding protein precursor
cg08353062	UGDH	UDP-glucose dehydrogenase
cg08353146	TMCC2	transmembrane and coiled-coil domains 2
cg08355340	MPHOSPH6	M-phase phosphoprotein 6
cg08355944	SLC37A3	solute carrier family 37 (glycerol-3-phosphate transporter); member 3 isoform 2
cg08356693	ITLN1	intelectin
cg08358671	IVNS1ABP	influenza virus NS1A binding protein isoform a
cg08359956	LR8	LR8 protein
cg08360728	GPATC3	G patch domain containing 3
cg08361238	PTGFRN	prostaglandin F2 receptor negative regulator
cg08364102	OSBPL2	oxysterol-binding protein-like protein 2 isoform 1
cg08365982	CAV3	caveolin 3
cg08366126	FUCA1	fucosidase; alpha-L- 1; tissue
cg08367026	C12orf47	apoptosis-related protein PNAS-1
cg08367223	SNRPA	small nuclear ribonucleoprotein polypeptide A
cg08367703	SDCCAG3	serologically defined colon cancer antigen 3
cg08367838	YIPF5	smooth muscle cell associated protein 5
cg08368934	GPR97	G protein-coupled receptor 97
cg08369065	GATA4	GATA binding protein 4
cg08370996	NR2F2	nuclear receptor subfamily 2; group F; member 2
cg08372326	HABP4	hyaluronan binding protein 4
cg08373610	C2orf11	hypothetical protein LOC130132
cg08374799	ITGB7	integrin; beta 7
cg08375941	GPR15	G protein-coupled receptor 15
cg08376864	HRASLS	HRAS-like suppressor
cg08377000	TIGD2	tigger transposable element derived 2
cg08379517	LRRC25	leucine rich repeat containing 25
cg08380205	SPSB4	SPRY domain-containing SOCS box protein SSB-4
cg08380539	CTBS	chitobiase; di-N-acetyl-
cg08383063	RB1	retinoblastoma 1
cg08383315	RIC3	resistance to inhibitors of cholinesterase 3 homolog
cg08385610	LZTS1	leucine zipper; putative tumor suppressor 1
cg08388746	C1orf83	hypothetical protein LOC127428
cg08390021	C18orf54	hypothetical protein LOC162681
cg08390209	CDKN2B	cyclin-dependent kinase inhibitor 2B isoform 2
cg08390254	ATP1A2	Na+/K+ -ATPase alpha 2 subunit proprotein
cg08392591	ANKRD11	ankyrin repeat domain 11
cg08393006	SFRS14	splicing factor; arginine/serine-rich 14
cg08393541	NUDC	nuclear distribution gene C homolog (A. nidulans)
cg08394377	RIMS3	regulating synaptic membrane exocytosis 3
cg08395365	MCCC1	methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)
cg08395706	ZNF646	zinc finger protein 646
cg08395899	UPF2	UPF2 regulator of nonsense transcripts homolog
cg08397758	C10orf33	hypothetical protein LOC84795
cg08398233	CAMK2N1	calcium/calmodulin-dependent protein kinase II inhibitor 1
cg08399444	GSG1	germ cell associated 1 isoform 1
cg08400019	NSUN6	NOL1/NOP2/Sun domain family; member 6
cg08400120	PRKCI	protein kinase C; iota
cg08402568	MGC34647	hypothetical protein LOC146433
cg08403419	RLN3R2	relaxin 3 receptor 2
cg08404225	IL5RA	interleukin 5 receptor; alpha isoform 1 precursor
cg08404227	SLCO3A1	solute carrier organic anion transporter family; member 3A1
cg08408988	KCTD10	potassium channel tetramerisation domain containing 10
cg08409225	OBFC2B	hypothetical protein LOC79035
cg08411049	SERPINB5	serine (or cysteine) proteinase inhibitor; clade B (ovalbumin); member 5
cg08411435	PPP1R1B	protein phosphatase 1; regulatory (inhibitor) subunit 1B isoform 1
cg08412305	BRP44	brain protein 44
cg08413153	SNX11	sorting nexin 11
cg08413366	PPP3CB	protein phosphatase 3 (formerly 2B); catalytic subunit; beta isoform (calcineurin A beta)
cg08413469	DEPDC1	DEP domain containing 1
cg08416046	IRS4	insulin receptor substrate 4
cg08417687	SNX3	sorting nexin 3 isoform b
cg08418111	LDHC	lactate dehydrogenase C
cg08418332	CCL19	small inducible cytokine A19 precursor
cg08418747	PMS2L5	postmeiotic segregation increased 2-like 5
cg08418978	CLDN10	claudin 10 isoform b
cg08419026	SLCO5A1	organic anion transporter polypeptide-related protein 4
cg08420085	ZDHHC24	zinc finger; DHHC domain containing 24
cg08420900	LW-1	hypothetical protein LOC51402
cg08422599	KCNIP1	Kv channel interacting protein 1 isoform 2
cg08424423	CDSN	corneodesmosin precursor
cg08424427	GNB2L1	guanine nucleotide binding protein (G protein); beta polypeptide 2-like 1
cg08426384	ADCK1	aarF domain containing kinase 1
cg08427977	C10orf72	hypothetical protein LOC196740 isoform 2
cg08428707	CHMP4B	chromatin modifying protein 4B
cg08430598	CST1	cystatin SN precursor
cg08431931	MGC26816	hypothetical protein LOC164684
cg08432727	SOX11	SRY-box 11
cg08433095	DYX1C1	dyslexia susceptibility 1 candidate 1 isoform b
cg08433538	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1
cg08434152	MOBK1B	Mob4B protein
cg08434234	DGKI	diacylglycerol kinase; iota
cg08434396	FMR1	fragile X mental retardation 1
cg08434547	GCN5L2	GCN5 general control of amino-acid synthesis 5-like 2
cg08439468	BICD2	bicaudal D homolog 2 isoform 1
cg08440125	HIBADH	3-hydroxyisobutyrate dehydrogenase
cg08440425	LRRC51	leucine rich repeat containing 51
cg08441170	MYO3A	myosin IIIA
cg08441546	DREV1	hypothetical protein LOC51108
cg08441806	NKX6-2	NK6 transcription factor related; locus 2
cg08443351	ARHGAP19	Rho GTPase activating protein 19
cg08445039	FKBP9	FK506 binding protein 9
cg08446111	ABCC11	ATP-binding cassette; sub-family C; member 11 isoform a
cg08448040	HDAC11	histone deacetylase 11
cg08448751	SEMA3G	semaphorin sem2
cg08450168	RAB42	RAB42; member RAS homolog family
cg08450982	NUMBL	numb homolog (Drosophila)-like
cg08451957	FOXD4L1	forkhead box D4-like 1
cg08452348	CATSPER3	cation channel; sperm associated 3
cg08453021	ELMO1	engulfment and cell motility 1 isoform 1
cg08453096	ABCG5	sterolin 1
cg08453968	NXT1	NTF2-like export factor 1
cg08455548	PCDH11Y	protocadherin 11 Y-linked isoform a
cg08458170	ZNF537	zinc finger protein 537
cg08458487	SFTPD	pulmonary surfactant-associated protein D precursor
cg08459368	SCGB2A1	secretoglobin; family 2A; member 1
cg08460026	CTLA4	cytotoxic T-lymphocyte-associated protein 4
cg08460435	C1orf59	hypothetical protein LOC113802
cg08461397	SNTB2	basic beta 2 syntrophin isoform b
cg08462247	MYEOV2	hypothetical protein LOC150678
cg08462292	PTBP2	polypyrimidine tract binding protein 2
cg08463061	RND3	ras homolog gene family; member E
cg08463485	ILDR1	immunoglobulin-like domain containing receptor 1
cg08465510	SLC26A11	solute carrier family 26; member 11
cg08465774	INDO	indoleamine-pyrrole 2;3 dioxygenase
cg08465862	PFKP	phosphofructokinase; platelet
cg08466074	SMAP	small acidic protein
cg08466883	KCTD3	potassium channel tetramerisation domain containing 3
cg08468689	LGP1	LGP1 homolog
cg08469834	CASP4	caspase 4 isoform alpha precursor
cg08471713	MEOX1	mesenchyme homeo box 1 isoform 2
cg08472583	RCP9	calcitonin gene-related peptide-receptor component protein
cg08473533	MGC24381	hypothetical protein LOC115939
cg08474603	CRP	C-reactive protein; pentraxin-related
cg08475088	NALP9	NACHT; leucine rich repeat and PYD containing 9 protein
cg08475827	RIF1	RAP1 interacting factor 1
cg08477744	MFAP2	microfibrillar-associated protein 2 precursor
cg08478189	KLF7	Kruppel-like factor 7 (ubiquitous)
cg08480367	SRPX	sushi-repeat-containing protein; X-linked
cg08487038	UHRF2	Np95-like ring finger protein isoform a
cg08487374	TSC22D4	TSC22 domain family 4
cg08489623	FLJ44060	hypothetical protein LOC346288
cg08490173	FEM1C	feminization 1 homolog a
cg08491025	SLC16A1	solute carrier family 16; member 1
cg08491125	ISG20	interferon stimulated gene 20kDa
cg08491964	TCF4	transcription factor 4 isoform b
cg08492707	IFNAR1	interferon-alpha receptor 1 precursor
cg08493463	ENPP6	ectonucleotide pyrophosphatase/phosphodiesterase 6
cg08494812	TAF1B	TBP-associated factor 1B
cg08495878	SERPINA4	serine (or cysteine) proteinase inhibitor; clade A (alpha-1 antiproteinase; antitrypsin); member 4
cg08496601	EBP	emopamil binding protein (sterol isomerase)
cg08496998	TRIAD3	TRIAD3 protein isoform c
cg08497766	IL15RA	interleukin 15 receptor; alpha isoform 1 precursor
cg08500346	CTSH	cathepsin H isoform a preproprotein
cg08504049	ZNF264	zinc finger protein 264
cg08504583	FLJ30046	hypothetical protein LOC122060
cg08504905	LENG1	leukocyte receptor cluster (LRC) member 1
cg08505473	PRIMA1	proline rich membrane anchor 1
cg08507270	TAS2R8	taste receptor; type 2; member 8
cg08508325	CARS	cysteinyl-tRNA synthetase isoform b
cg08509737	ATG7	APG7 autophagy 7-like
cg08510456	BSN	bassoon
cg08512940	PRPF40B	Huntingtin interacting protein C isoform 2
cg08513100	UBE2B	ubiquitin-conjugating enzyme E2B
cg08514736	UNG2	uracil-DNA glycosylase 2 isoform a
cg08516400	C14orf166	chromosome 14 open reading frame 166
cg08519865	CRSP9	cofactor required for Sp1 transcriptional activation; subunit 9; 33kDa
cg08519905	CD9	CD9 antigen
cg08521225	TTR	transthyretin
cg08524221	ET	hypothetical protein LOC79157
cg08524525	FLJ35630	hypothetical protein LOC166379
cg08525145	RLN3R2	relaxin 3 receptor 2
cg08525207	RPS7	ribosomal protein S7
cg08525481	OGFR	opioid growth factor receptor
cg08526867	COX7C	cytochrome c oxidase subunit VIIc precursor
cg08527127	C1orf94	hypothetical protein LOC84970
cg08528984	PRDM16	PR domain containing 16 isoform 1
cg08529259	GCSH	glycine cleavage system protein H (aminomethyl carrier)
cg08529529	ALOX5AP	arachidonate 5-lipoxygenase-activating protein
cg08529852	EGFL7	EGF-like-domain; multiple 7
cg08530414	CD44	CD44 antigen isoform 1 precursor
cg08531821	C9orf156	hypothetical protein LOC51531
cg08532057	NUPL1	nucleoporin like 1 isoform a
cg08535091	LOC283932	hypothetical protein LOC283932
cg08535373	SLC32A1	solute carrier family 32; member 1
cg08536841	IZUMO1	sperm-specific protein Izumo
cg08537652	PRDM16	PR domain containing 16 isoform 1
cg08538752	TPTE	transmembrane phosphatase with tensin homology isoform alpha
cg08539093	OBP2B	odorant binding protein 2B
cg08539991	ZBTB32	testis zinc finger protein
cg08541219	PAPSS1	3prime-phosphoadenosine 5prime-phosphosulfate synthase 1
cg08548086	HEXB	hexosaminidase B preproprotein
cg08548888	MYD88	myeloid differentiation primary response gene (88)
cg08550026	NAV2	neuron navigator 2 isoform 1
cg08550724	C6orf182	hypothetical protein LOC285753
cg08551088	C10orf119	hypothetical protein LOC79892
cg08551633	CEACAM8	carcinoembryonic antigen-related cell adhesion molecule 8
cg08551857	PAG1	phosphoprotein associated with glycosphingolipid microdomains 1
cg08552121	TMEM14B	hypothetical protein LOC81853
cg08552254	JMJD2A	jumonji domain containing 2A
cg08552999	ZNF644	zinc finger protein 644 isoform 2
cg08553339	CRSP7	cofactor required for Sp1 transcriptional activation; subunit 7; 70kDa
cg08554114	ERO1L	ERO1-like
cg08554462	BCL2	B-cell lymphoma protein 2 beta isoform
cg08555612	PROK2	prokineticin 2
cg08555657	SPRR2E	small proline-rich protein 2E
cg08555772	ARMC4	armadillo repeat containing 4
cg08555924	DSG3	desmoglein 3 preproprotein
cg08557686	RTN4R	reticulon 4 receptor precursor
cg08558340	ARS2	arsenate resistance protein ARS2 isoform a
cg08558873	ZNF214	zinc finger protein 214
cg08559914	ACE2	angiotensin I converting enzyme 2 precursor
cg08560942	ACHE	acetylcholinesterase isoform E4-E5 precursor
cg08563994	IHPK1	inositol hexaphosphate kinase 1 isoform 1
cg08567916	SPRYD3	hypothetical protein LOC84926
cg08568512	FHOD3	formin homology 2 domain containing 3
cg08568987	U2AF2	U2 (RNU2) small nuclear RNA auxiliary factor 2 isoform a
cg08569678	LY6K	lymphocyte antigen 6 complex; locus K
cg08570275	P2RY1	purinergic receptor P2Y1
cg08570521	TLL1	tolloid-like 1
cg08571203	FOXJ2	forkhead box J2
cg08572611	ACTL6B	actin-like 6B
cg08573687	TH	tyrosine hydroxylase isoform a
cg08573893	C8orf32	hypothetical protein LOC55093
cg08574156	CAMK2N2	CaM-KII inhibitory protein
cg08575537	EPO	erythropoietin precursor
cg08575950	FLJ14503	hypothetical protein LOC256714
cg08576197	CCDC57	hypothetical protein LOC284001
cg08578023	CTSS	cathepsin S preproprotein
cg08578305	KRAS	c-K-ras2 protein isoform b
cg08578641	DNAI1	dynein; axonemal; intermediate polypeptide 1
cg08578734	GRIA1	glutamate receptor; ionotropic; AMPA 1
cg08579995	FLJ46230	hypothetical protein LOC400679
cg08583049	FOXB1	forkhead box B1
cg08584430	IHPK1	inositol hexaphosphate kinase 1 isoform 1
cg08585897	TERF2IP	TRF2-interacting telomeric RAP1 protein
cg08586737	GCC1	Golgi coiled-coil protein 1
cg08587542	KIAA0141	hypothetical protein LOC9812
cg08587820	BHLHB2	basic helix-loop-helix domain containing; class B; 2
cg08587864	PIGC	phosphatidylinositol glycan; class C
cg08590939	OXCT1	3-oxoacid CoA transferase 1 precursor
cg08591489	CXorf56	hypothetical protein LOC63932
cg08592230	GPSM3	G-protein signalling modulator 3 (AGS3-like; C. elegans)
cg08592761	LARP6	acheron isoform 2
cg08594695	AQP4	aquaporin 4 isoform a
cg08595011	C3orf39	glycosyltransferase
cg08596000	PDGFD	platelet derived growth factor D isoform 1 precursor
cg08596544	SLC33A1	acetyl-coenzyme A transporter
cg08596642	DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9 isoform 1
cg08598221	SNTB1	basic beta 1 syntrophin
cg08602689	KDELC1	KDEL (Lys-Asp-Glu-Leu) containing 1
cg08603768	WNT8A	wingless-type MMTV integration site family; member 8A isoform 1 precursor
cg08604885	TRIM4	tripartite motif protein TRIM4 isoform alpha
cg08605641	PLEKHF2	phafin 2
cg08606356	CD44	CD44 antigen isoform 3 precursor
cg08607082	ICAM1	intercellular adhesion molecule 1 precursor
cg08607500	CBWD1	COBW domain containing 1
cg08608800	KIAA0853	KIAA0853
cg08610361	E2F7	E2F transcription factor 7
cg08611205	LSM3	Lsm3 protein
cg08611714	KRTHA2	type I hair keratin 2
cg08612037	BTBD11	BTB (POZ) domain containing 11 isoform 2
cg08612601	ZBTB12	HLA-B-associated transcript 9
cg08612871	GJB5	gap junction protein; beta 5 (connexin 31.1)
cg08613513	ORC1L	origin recognition complex; subunit 1
cg08614201	CD160	CD160 antigen
cg08614481	HTR1B	5-hydroxytryptamine (serotonin) receptor 1B
cg08614528	CRELD1	cysteine-rich with EGF-like domains 1 isoform 2
cg08615333	TGFB3	transforming growth factor; beta 3
cg08617916	RASSF5	Ras association (RalGDS/AF-6) domain family 5 isoform B
cg08618113	CHP	calcium binding protein P22
cg08620270	NUP153	nucleoporin 153kDa
cg08620470	SLC25A16	solute carrier family 25; member 16
cg08623383	C1orf38	basement membrane-induced gene
cg08623787	RXRG	retinoid X receptor; gamma isoform a
cg08623947	HCK	hemopoietic cell kinase isoform p61HCK
cg08624068	STARD6	START domain containing protein 6
cg08624249	KIAA0889	hypothetical protein LOC25781
cg08625022	OSTF1	osteoclast stimulating factor 1
cg08625335	RPS29	ribosomal protein S29 isoform 2
cg08626653	FLJ37538	hypothetical protein FLJ37538
cg08626943	IPO7	importin 7
cg08629913	IGFBP6	insulin-like growth factor binding protein 6
cg08631151	RPRML	reprimo-like
cg08631437		
cg08632701	SETD4	hypothetical protein LOC54093 isoform a
cg08633154	PCGF5	polycomb group ring finger 5
cg08634024	OR2F1	olfactory receptor; family 2; subfamily F; member 1
cg08634464	LOC126295	hypothetical protein LOC126295
cg08634539	DHRS7	dehydrogenase/reductase (SDR family) member 7
cg08635242	CPD	carboxypeptidase D precursor
cg08635249	RBM28	RNA binding motif protein 28
